"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 22 13:50:35 GMT 2023","Wed Nov 22 13:50:35 GMT 2023","1","Waku Light Push","","","","","Push message with special chars payload",""
"passed","Wed Nov 22 13:47:51 GMT 2023","Wed Nov 22 13:47:51 GMT 2023","0","ENR","waku2 key round trip","","","","should set field with only FILTER enabled",""
"passed","Wed Nov 22 13:47:51 GMT 2023","Wed Nov 22 13:47:51 GMT 2023","1","Relay Shard codec","","","","","should correctly encode and decode relay shards using rsv format (Bit Vector)",""
"passed","Wed Nov 22 13:48:11 GMT 2023","Wed Nov 22 13:48:11 GMT 2023","0","Symmetric Encryption","","","","","Round trip binary encryption [symmetric, signature]",""
"passed","Wed Nov 22 13:48:42 GMT 2023","Wed Nov 22 13:48:42 GMT 2023","0","DNS Discovery: Compliance Test","interface-peer-discovery compliance tests","","","","should not fail to stop the service if it was not started",""
"passed","Wed Nov 22 13:47:51 GMT 2023","Wed Nov 22 13:47:51 GMT 2023","1","ENR waku2 codec","Encoding","","","","should be able to encode the field with STORE and LIGHTPUSH protocols set to true",""
"passed","Wed Nov 22 13:49:32 GMT 2023","Wed Nov 22 13:49:32 GMT 2023","2","Waku Relay, Subscribe","","","","","Subscribe to topic containing JSON and publish message",""
"passed","Wed Nov 22 13:50:51 GMT 2023","Wed Nov 22 13:50:51 GMT 2023","0","Waku Store, general","","","","","Query generator for multiple messages with different message text format",""
"passed","Wed Nov 22 13:48:13 GMT 2023","Wed Nov 22 13:48:13 GMT 2023","0","Ecies Encryption","","","","","Check meta is set [ecies]",""
"passed","Wed Nov 22 13:51:12 GMT 2023","Wed Nov 22 13:51:12 GMT 2023","1","selectPeerForProtocol","","","","","should return a random peer when all peers have the same latency",""
"passed","Wed Nov 22 13:48:36 GMT 2023","Wed Nov 22 13:48:36 GMT 2023","0","Waku Filter V2: Ping","","","","","Ping on subscribed peer",""
"passed","Wed Nov 22 13:50:49 GMT 2023","Wed Nov 22 13:50:49 GMT 2023","1","Waku Store, order","","","","","Query Generator  - forward",""
"passed","Wed Nov 22 13:48:51 GMT 2023","Wed Nov 22 13:48:51 GMT 2023","0","Waku Light Push : Multiple PubsubTopics","","","","","Push message on custom pubsubTopic",""
"passed","Wed Nov 22 13:49:32 GMT 2023","Wed Nov 22 13:49:32 GMT 2023","0","Waku Relay, Subscribe","","","","","Subscribe to topic containing Russian and publish message",""
"passed","Wed Nov 22 13:47:51 GMT 2023","Wed Nov 22 13:47:51 GMT 2023","1","ENR waku2 codec","Decoding","","","","should be able to decode the field with STORE and LIGHTPUSH protocols set to true",""
"passed","Wed Nov 22 13:47:45 GMT 2023","Wed Nov 22 13:47:45 GMT 2023","0","pushOrInitMapSet","","","","","Push to array if already present",""
"passed","Wed Nov 22 13:49:32 GMT 2023","Wed Nov 22 13:49:32 GMT 2023","1","Waku Relay, Subscribe","","","","","Subscribe to topic containing long and publish message",""
"passed","Wed Nov 22 13:48:11 GMT 2023","Wed Nov 22 13:48:11 GMT 2023","0","Waku Payload","","","","","pre and post cipher",""
"passed","Wed Nov 22 13:48:38 GMT 2023","Wed Nov 22 13:48:38 GMT 2023","1","Waku Filter V2: Multiple PubsubTopics","","","","","Subscribe and receive messages from 2 nwaku nodes each with different pubsubtopics",""
"passed","Wed Nov 22 13:50:06 GMT 2023","Wed Nov 22 13:50:06 GMT 2023","0","Waku Filter V2: FilterPush","","","","","Check received message with timestamp: undefined ",""
