"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should retry on complete failure if specified","LightPush SDK","Wed Jul 16 23:59:57 GMT 2025","passed","Wed Jul 16 23:59:57 GMT 2025","","","",""
"","1","Mutual subscription","Waku Relay, Subscribe","Thu Jul 17 00:02:46 GMT 2025","passed","Thu Jul 17 00:02:46 GMT 2025","","","",""
"","0","should handle complete peer lifecycle","KeepAliveManager","Wed Jul 16 23:59:27 GMT 2025","passed","Wed Jul 16 23:59:27 GMT 2025","","integration","",""
"","4","Subscribe and receive messages on 2 different pubsubtopics","Waku Light Push (Autosharding): Multiple PubsubTopics","Thu Jul 17 00:01:27 GMT 2025","passed","Thu Jul 17 00:01:27 GMT 2025","","","",""
"","1","should handle peer store update failures gracefully","KeepAliveManager","Wed Jul 16 23:59:27 GMT 2025","passed","Wed Jul 16 23:59:27 GMT 2025","","ping timer management","",""
"","0","should prioritize bootstrap, then peer exchange, then local peers","ConnectionLimiter","Wed Jul 16 23:59:27 GMT 2025","passed","Wed Jul 16 23:59:27 GMT 2025","","dialPeersFromStore prioritization","",""
"","0","should mark all messages in causal history as acknowledged","MessageChannel","Thu Jul 17 00:00:11 GMT 2025","passed","Thu Jul 17 00:00:11 GMT 2025","","reviewing ack status","",""
"","0","Check received message containing JSON","Waku Filter: FilterPush: Multiple Nodes: Strict Checking: false","Thu Jul 17 00:05:21 GMT 2025","passed","Thu Jul 17 00:05:21 GMT 2025","","","",""
"","0","Push message with custom timestamp: 1752714048490","Waku Light Push: Multiple Nodes: Strict Check: true","Thu Jul 17 00:10:25 GMT 2025","passed","Thu Jul 17 00:10:25 GMT 2025","","","",""
"","1","Push message with content topic containing JSON","Waku Light Push: Multiple Nodes: Strict Check: true","Thu Jul 17 00:10:25 GMT 2025","passed","Thu Jul 17 00:10:25 GMT 2025","","","",""
"","0","should retry failed tasks","RetryManager","Wed Jul 16 23:59:55 GMT 2025","passed","Wed Jul 16 23:59:55 GMT 2025","","","",""
"","0","PeerStore has remote peer's shard info after successful connection","Metadata Protocol","Thu Jul 17 00:01:36 GMT 2025","passed","Thu Jul 17 00:01:36 GMT 2025","","","",""
"","2","should return PeerId when PeerId is provided","mapToPeerIdOrMultiaddr","Wed Jul 16 23:59:27 GMT 2025","passed","Wed Jul 16 23:59:27 GMT 2025","","","",""
